MSNDATE,AIRCRAFT_TYPE,FULL_NAME,TOTAL_TONS,Count of WWII_ID
1945-03-19 00:00:00,Boston Light Bomber / Night-Fighter,Douglas A-20 Havoc,250,20
1940-09-15 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,34,20
1940-09-18 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,29,20
1940-10-25 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,19,20
1940-11-13 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,25,20
1941-01-09 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,45,20
1941-06-08 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,58,20
1941-06-27 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,36,20
1943-02-16 00:00:00,Heavy Bomber,B-17 Flying Fortress,163,20
1944-04-12 00:00:00,Heavy Bomber,B-17 Flying Fortress,1852,20
1944-04-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,969,20
1944-07-04 00:00:00,Heavy Bomber,B-17 Flying Fortress,337,20
1944-12-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,45,20
1944-03-09 00:00:00,Heavy Bomber,B-24 Liberator,728,20
1944-05-19 00:00:00,Heavy Bomber,B-24 Liberator,667,20
1944-07-24 00:00:00,Heavy Bomber,B-24 Liberator,1026,20
1944-12-07 00:00:00,Heavy Bomber,B-24 Liberator,44,20
1942-09-08 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,436,20
1943-09-22 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2729,20
1944-02-19 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2869,20
1944-03-30 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2801,20
1944-04-24 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3220,20
1944-10-06 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3167,20
1944-11-16 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,6341,20
1944-12-21 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2342,20
1945-01-16 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,4776,20
1940-09-06 00:00:00,Light / Medium Bomber,Bristol Blenheim,7,20
1944-08-25 00:00:00,Medium Bomber,B-25 Mitchell,438,20
1941-06-26 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,31,20
1941-07-02 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,34,20
1941-08-16 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,58,20
1941-11-01 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,23,20
1943-10-03 00:00:00,Medium Bomber,Martin B-26 Marauder,770,20
1944-04-18 00:00:00,Medium Bomber,Martin B-26 Marauder,888,20
1944-07-04 00:00:00,Medium Bomber,Martin B-26 Marauder,246,20
1945-04-08 00:00:00,Medium Bomber,Martin B-26 Marauder,1656,20
1940-08-24 00:00:00,Medium Bomber,Vickers Wellington,14,20
1940-09-14 00:00:00,Medium Bomber,Vickers Wellington,81,20
1941-07-17 00:00:00,Medium Bomber,Vickers Wellington,73,20
1941-09-02 00:00:00,Medium Bomber,Vickers Wellington,82,20
1941-10-26 00:00:00,Medium Bomber,Vickers Wellington,64,20
1945-03-09 00:00:00,Medium Bomber / Heavy Assault,Douglas A-26 Invader,815,20
1945-03-17 00:00:00,Medium Bomber / Heavy Assault,Douglas A-26 Invader,732,20
1945-03-25 00:00:00,Medium Bomber / Heavy Assault,Douglas A-26 Invader,694,20
1945-03-23 00:00:00,Boston Light Bomber / Night-Fighter,Douglas A-20 Havoc,469,19
1940-07-25 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,34,19
1941-07-07 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,104,19
1941-07-16 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,47,19
1941-08-29 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,85,19
1941-09-06 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,74,19
1941-10-01 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,43,19
1943-07-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,881,19
1943-11-26 00:00:00,Heavy Bomber,B-17 Flying Fortress,1017,19
1943-12-20 00:00:00,Heavy Bomber,B-17 Flying Fortress,717,19
1944-07-05 00:00:00,Heavy Bomber,B-17 Flying Fortress,1063,19
1944-07-26 00:00:00,Heavy Bomber,B-17 Flying Fortress,756,19
1944-11-22 00:00:00,Heavy Bomber,B-17 Flying Fortress,433,19
1943-04-05 00:00:00,Heavy Bomber,B-24 Liberator,144,19
1944-05-01 00:00:00,Heavy Bomber,B-24 Liberator,820,19
1944-05-10 00:00:00,Heavy Bomber,B-24 Liberator,1611,19
1944-08-30 00:00:00,Heavy Bomber,B-24 Liberator,702,19
1944-10-23 00:00:00,Heavy Bomber,B-24 Liberator,985,19
1945-01-17 00:00:00,Heavy Bomber,B-24 Liberator,403,19
1945-03-05 00:00:00,Heavy Bomber,B-24 Liberator,705,19
1943-06-11 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2363,19
1944-03-18 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3610,19
1944-05-09 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2481,19
1944-10-23 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,6087,19
1945-02-01 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,5247,19
1945-02-08 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3360,19
1945-03-07 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3311,19
1945-03-13 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2759,19
1940-10-23 00:00:00,Light / Medium Bomber,Bristol Blenheim,14,19
1940-10-26 00:00:00,Light / Medium Bomber,Bristol Blenheim,11,19
1940-11-28 00:00:00,Light / Medium Bomber,Bristol Blenheim,16,19
1941-04-16 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,24,19
1941-06-18 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,42,19
1941-08-19 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,28,19
1944-03-06 00:00:00,Medium Bomber,Martin B-26 Marauder,789,19
1944-08-09 00:00:00,Medium Bomber,Martin B-26 Marauder,861,19
1945-02-15 00:00:00,Medium Bomber,Martin B-26 Marauder,588,19
1945-03-04 00:00:00,Medium Bomber,Martin B-26 Marauder,391,19
1940-07-29 00:00:00,Medium Bomber,Vickers Wellington,23,19
1940-10-15 00:00:00,Medium Bomber,Vickers Wellington,60,19
1940-11-25 00:00:00,Medium Bomber,Vickers Wellington,16,19
1941-02-11 00:00:00,Medium Bomber,Vickers Wellington,56,19
1941-02-15 00:00:00,Medium Bomber,Vickers Wellington,91,19
1941-03-14 00:00:00,Medium Bomber,Vickers Wellington,159,19
1941-04-09 00:00:00,Medium Bomber,Vickers Wellington,82,19
1941-04-15 00:00:00,Medium Bomber,Vickers Wellington,69,19
1941-05-09 00:00:00,Medium Bomber,Vickers Wellington,127,19
1941-05-10 00:00:00,Medium Bomber,Vickers Wellington,86,19
1941-09-06 00:00:00,Medium Bomber,Vickers Wellington,68,19
1941-09-11 00:00:00,Medium Bomber,Vickers Wellington,99,19
1945-03-02 00:00:00,Medium Bomber / Heavy Assault,Douglas A-26 Invader,369,19
1945-04-16 00:00:00,Medium Bomber / Heavy Assault,Douglas A-26 Invader,719,19
1944-08-16 00:00:00,Boston Light Bomber / Night-Fighter,Douglas A-20 Havoc,262,18
1945-03-24 00:00:00,Boston Light Bomber / Night-Fighter,Douglas A-20 Havoc,205,18
1940-08-10 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,18,18
1940-09-09 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,27,18
1941-05-03 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,54,18
1941-05-06 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,35,18
1941-05-27 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,67,18
1941-06-11 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,72,18
1941-06-15 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,60,18
1941-09-07 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,62,18
1943-02-04 00:00:00,Heavy Bomber,B-17 Flying Fortress,138,18
1943-10-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,778,18
1943-11-03 00:00:00,Heavy Bomber,B-17 Flying Fortress,961,18
1943-11-30 00:00:00,Heavy Bomber,B-17 Flying Fortress,566,18
1944-06-30 00:00:00,Heavy Bomber,B-17 Flying Fortress,429,18
1944-07-23 00:00:00,Heavy Bomber,B-17 Flying Fortress,444,18
1945-01-23 00:00:00,Heavy Bomber,B-17 Flying Fortress,538,18
1945-04-13 00:00:00,Heavy Bomber,B-17 Flying Fortress,577,18
1944-02-10 00:00:00,Heavy Bomber,B-24 Liberator,243,18
1944-03-06 00:00:00,Heavy Bomber,B-24 Liberator,684,18
1944-03-08 00:00:00,Heavy Bomber,B-24 Liberator,650,18
1944-03-17 00:00:00,Heavy Bomber,B-24 Liberator,993,18
1944-03-19 00:00:00,Heavy Bomber,B-24 Liberator,1046,18
1944-03-27 00:00:00,Heavy Bomber,B-24 Liberator,954,18
1944-05-08 00:00:00,Heavy Bomber,B-24 Liberator,857,18
1944-08-10 00:00:00,Heavy Bomber,B-24 Liberator,741,18
1944-08-27 00:00:00,Heavy Bomber,B-24 Liberator,1050,18
1944-10-12 00:00:00,Heavy Bomber,B-24 Liberator,715,18
1944-10-22 00:00:00,Heavy Bomber,B-24 Liberator,1002,18
1944-12-08 00:00:00,Heavy Bomber,B-24 Liberator,33,18
1945-03-13 00:00:00,Heavy Bomber,B-24 Liberator,810,18
1942-12-17 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,113,18
1943-03-27 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,916,18
1944-01-27 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2063,18
1944-07-28 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,4007,18
1944-08-05 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,4803,18
1944-08-16 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2717,18
1944-09-03 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3749,18
1944-10-07 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,5754,18
1944-10-11 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2120,18
1944-10-28 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,4838,18
1944-12-06 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,4701,18
1944-12-17 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,4095,18
1945-01-05 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3903,18
1945-01-06 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2907,18
1945-01-14 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3580,18
1945-02-07 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3401,18
1945-03-15 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3272,18
1945-04-25 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,4221,18
1940-08-25 00:00:00,Light / Medium Bomber,Bristol Blenheim,3,18
1940-11-01 00:00:00,Light / Medium Bomber,Bristol Blenheim,14,18
1940-11-27 00:00:00,Light / Medium Bomber,Bristol Blenheim,18,18
1940-12-04 00:00:00,Light / Medium Bomber,Bristol Blenheim,12,18
1940-12-20 00:00:00,Light / Medium Bomber,Bristol Blenheim,46,18
1941-06-11 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,37,18
1941-06-23 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,35,18
1941-07-30 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,46,18
1944-01-14 00:00:00,Medium Bomber,Martin B-26 Marauder,529,18
1944-04-11 00:00:00,Medium Bomber,Martin B-26 Marauder,954,18
1944-05-04 00:00:00,Medium Bomber,Martin B-26 Marauder,1011,18
1944-05-13 00:00:00,Medium Bomber,Martin B-26 Marauder,1097,18
1944-05-26 00:00:00,Medium Bomber,Martin B-26 Marauder,1032,18
1944-06-05 00:00:00,Medium Bomber,Martin B-26 Marauder,1200,18
1945-01-13 00:00:00,Medium Bomber,Martin B-26 Marauder,156,18
1945-01-28 00:00:00,Medium Bomber,Martin B-26 Marauder,232,18
1945-04-25 00:00:00,Medium Bomber,Martin B-26 Marauder,793,18
1940-08-09 00:00:00,Medium Bomber,Vickers Wellington,41,18
1940-08-30 00:00:00,Medium Bomber,Vickers Wellington,13,18
1940-09-28 00:00:00,Medium Bomber,Vickers Wellington,34,18
1940-10-14 00:00:00,Medium Bomber,Vickers Wellington,28,18
1940-11-23 00:00:00,Medium Bomber,Vickers Wellington,22,18
1940-12-20 00:00:00,Medium Bomber,Vickers Wellington,48,18
1940-12-22 00:00:00,Medium Bomber,Vickers Wellington,36,18
1941-07-02 00:00:00,Medium Bomber,Vickers Wellington,112,18
1941-09-30 00:00:00,Medium Bomber,Vickers Wellington,104,18
1945-04-02 00:00:00,Medium Bomber / Heavy Assault,Douglas A-26 Invader,34,18
1945-04-23 00:00:00,Medium Bomber / Heavy Assault,Douglas A-26 Invader,12,18
1944-08-09 00:00:00,Boston Light Bomber / Night-Fighter,Douglas A-20 Havoc,426,17
1945-02-22 00:00:00,Boston Light Bomber / Night-Fighter,Douglas A-20 Havoc,317,17
1940-11-14 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,23,17
1941-04-30 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,35,17
1941-07-02 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,60,17
1941-07-22 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,50,17
1941-08-06 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,42,17
1943-01-27 00:00:00,Heavy Bomber,B-17 Flying Fortress,148,17
1943-03-12 00:00:00,Heavy Bomber,B-17 Flying Fortress,167,17
1943-10-09 00:00:00,Heavy Bomber,B-17 Flying Fortress,647,17
1943-12-11 00:00:00,Heavy Bomber,B-17 Flying Fortress,970,17
1944-02-11 00:00:00,Heavy Bomber,B-17 Flying Fortress,610,17
1944-03-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,918,17
1945-02-13 00:00:00,Heavy Bomber,B-17 Flying Fortress,1064,17
1944-03-16 00:00:00,Heavy Bomber,B-24 Liberator,497,17
1944-04-11 00:00:00,Heavy Bomber,B-24 Liberator,558,17
1944-06-30 00:00:00,Heavy Bomber,B-24 Liberator,531,17
1945-02-17 00:00:00,Heavy Bomber,B-24 Liberator,613,17
1943-04-20 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,1627,17
1943-09-23 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2296,17
1944-05-01 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3026,17
1944-05-19 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3258,17
1944-05-22 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3456,17
1944-06-02 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2774,17
1944-07-23 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,4238,17
1944-09-13 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,1635,17
1944-10-05 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2967,17
1944-11-04 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,5858,17
1944-12-24 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2650,17
1940-10-25 00:00:00,Light / Medium Bomber,Bristol Blenheim,11,17
1940-11-12 00:00:00,Light / Medium Bomber,Bristol Blenheim,9,17
1940-11-26 00:00:00,Light / Medium Bomber,Bristol Blenheim,21,17
1940-12-10 00:00:00,Light / Medium Bomber,Bristol Blenheim,14,17
1941-02-10 00:00:00,Light / Medium Bomber,Bristol Blenheim,30,17
1940-07-28 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,31,17
1940-08-13 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,19,17
1940-09-03 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,21,17
1940-11-16 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,15,17
1941-02-15 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,47,17
1941-07-08 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,19,17
1941-09-06 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,36,17
1941-10-16 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,32,17
1944-05-25 00:00:00,Medium Bomber,Martin B-26 Marauder,704,17
1944-07-26 00:00:00,Medium Bomber,Martin B-26 Marauder,591,17
1944-11-18 00:00:00,Medium Bomber,Martin B-26 Marauder,925,17
1944-11-26 00:00:00,Medium Bomber,Martin B-26 Marauder,806,17
1940-09-07 00:00:00,Medium Bomber,Vickers Wellington,10,17
1940-10-24 00:00:00,Medium Bomber,Vickers Wellington,42,17
1940-11-26 00:00:00,Medium Bomber,Vickers Wellington,23,17
1940-12-21 00:00:00,Medium Bomber,Vickers Wellington,31,17
1941-02-25 00:00:00,Medium Bomber,Vickers Wellington,74,17
1941-03-17 00:00:00,Medium Bomber,Vickers Wellington,47,17
1941-04-30 00:00:00,Medium Bomber,Vickers Wellington,53,17
1941-05-12 00:00:00,Medium Bomber,Vickers Wellington,41,17
1941-06-20 00:00:00,Medium Bomber,Vickers Wellington,55,17
1945-03-21 00:00:00,Medium Bomber / Heavy Assault,Douglas A-26 Invader,655,17
1945-04-24 00:00:00,Boston Light Bomber / Night-Fighter,Douglas A-20 Havoc,16,16
1940-08-16 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,43,16
1940-10-11 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,18,16
1940-11-10 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,21,16
1941-04-20 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,31,16
1941-04-25 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,27,16
1941-08-24 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,57,16
1941-10-23 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,55,16
1943-02-26 00:00:00,Heavy Bomber,B-17 Flying Fortress,155,16
1943-03-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,135,16
1943-03-18 00:00:00,Heavy Bomber,B-17 Flying Fortress,202,16
1943-07-26 00:00:00,Heavy Bomber,B-17 Flying Fortress,574,16
1944-02-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,519,16
1944-07-02 00:00:00,Heavy Bomber,B-17 Flying Fortress,324,16
1944-07-14 00:00:00,Heavy Bomber,B-17 Flying Fortress,313,16
1944-10-20 00:00:00,Heavy Bomber,B-17 Flying Fortress,969,16
1944-12-03 00:00:00,Heavy Bomber,B-17 Flying Fortress,119,16
1944-12-17 00:00:00,Heavy Bomber,B-17 Flying Fortress,798,16
1944-01-14 00:00:00,Heavy Bomber,B-24 Liberator,680,16
1944-02-08 00:00:00,Heavy Bomber,B-24 Liberator,540,16
1944-02-11 00:00:00,Heavy Bomber,B-24 Liberator,524,16
1944-05-21 00:00:00,Heavy Bomber,B-24 Liberator,732,16
1944-05-22 00:00:00,Heavy Bomber,B-24 Liberator,674,16
1944-09-08 00:00:00,Heavy Bomber,B-24 Liberator,652,16
1944-09-09 00:00:00,Heavy Bomber,B-24 Liberator,599,16
1944-09-20 00:00:00,Heavy Bomber,B-24 Liberator,1999,16
1944-12-23 00:00:00,Heavy Bomber,B-24 Liberator,329,16
1945-02-11 00:00:00,Heavy Bomber,B-24 Liberator,672,16
1942-04-10 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,202,16
1942-06-05 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,614,16
1942-07-29 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,525,16
1942-08-28 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,311,16
1943-03-01 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,624,16
1943-10-01 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2757,16
1943-11-22 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2780,16
1944-05-11 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2406,16
1944-06-05 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,4847,16
1944-07-04 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,5205,16
1944-08-31 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2285,16
1944-11-09 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,1464,16
1944-11-11 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2804,16
1944-11-28 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,1996,16
1944-12-12 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3367,16
1945-01-01 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,1783,16
1945-01-22 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3359,16
1945-02-22 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,1396,16
1945-02-27 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3169,16
1945-03-23 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2540,16
1945-04-09 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3374,16
1940-07-30 00:00:00,Light / Medium Bomber,Bristol Blenheim,1,16
1940-09-04 00:00:00,Light / Medium Bomber,Bristol Blenheim,22,16
1940-10-10 00:00:00,Light / Medium Bomber,Bristol Blenheim,23,16
1940-12-22 00:00:00,Light / Medium Bomber,Bristol Blenheim,13,16
1941-01-12 00:00:00,Light / Medium Bomber,Bristol Blenheim,7,16
1945-04-02 00:00:00,Medium Bomber,B-25 Mitchell,280,16
1940-08-21 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,29,16
1940-10-11 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,19,16
1940-10-24 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,16,16
1940-11-15 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,23,16
1940-11-28 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,17,16
1941-04-17 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,30,16
1941-06-02 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,47,16
1941-07-05 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,46,16
1941-07-14 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,48,16
1941-09-11 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,45,16
1941-09-28 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,25,16
1941-10-26 00:00:00,Medium Bomber,Handley Page HP.52 Hampden,25,16
1943-09-09 00:00:00,Medium Bomber,Martin B-26 Marauder,974,16
1943-10-24 00:00:00,Medium Bomber,Martin B-26 Marauder,646,16
1943-11-03 00:00:00,Medium Bomber,Martin B-26 Marauder,820,16
1943-12-01 00:00:00,Medium Bomber,Martin B-26 Marauder,478,16
1944-02-24 00:00:00,Medium Bomber,Martin B-26 Marauder,682,16
1944-02-28 00:00:00,Medium Bomber,Martin B-26 Marauder,313,16
1944-07-08 00:00:00,Medium Bomber,Martin B-26 Marauder,592,16
1944-10-02 00:00:00,Medium Bomber,Martin B-26 Marauder,292,16
1944-12-06 00:00:00,Medium Bomber,Martin B-26 Marauder,306,16
1945-02-18 00:00:00,Medium Bomber,Martin B-26 Marauder,392,16
1945-03-14 00:00:00,Medium Bomber,Martin B-26 Marauder,722,16
1940-12-18 00:00:00,Medium Bomber,Vickers Wellington,31,16
1940-12-27 00:00:00,Medium Bomber,Vickers Wellington,27,16
1941-03-13 00:00:00,Medium Bomber,Vickers Wellington,74,16
1941-03-31 00:00:00,Medium Bomber,Vickers Wellington,59,16
1941-06-13 00:00:00,Medium Bomber,Vickers Wellington,115,16
1941-06-18 00:00:00,Medium Bomber,Vickers Wellington,126,16
1941-07-05 00:00:00,Medium Bomber,Vickers Wellington,201,16
1941-07-24 00:00:00,Medium Bomber,Vickers Wellington,140,16
1941-09-13 00:00:00,Medium Bomber,Vickers Wellington,106,16
1941-09-28 00:00:00,Medium Bomber,Vickers Wellington,33,16
1941-10-11 00:00:00,Medium Bomber,Vickers Wellington,15,16
1941-10-23 00:00:00,Medium Bomber,Vickers Wellington,73,16
1944-09-06 00:00:00,Boston Light Bomber / Night-Fighter,Douglas A-20 Havoc,639,15
1945-03-09 00:00:00,Boston Light Bomber / Night-Fighter,Douglas A-20 Havoc,351,15
1940-11-06 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,28,15
1941-03-14 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,36,15
1941-03-23 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,38,15
1941-04-10 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,33,15
1941-08-03 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,33,15
1941-08-16 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,39,15
1941-08-31 00:00:00,Heavy Bomber,Armstrong Whitworth Whitley,60,15
1943-02-27 00:00:00,Heavy Bomber,B-17 Flying Fortress,136,15
1943-03-22 00:00:00,Heavy Bomber,B-17 Flying Fortress,176,15
1943-03-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,213,15
1943-07-30 00:00:00,Heavy Bomber,B-17 Flying Fortress,381,15
1944-03-20 00:00:00,Heavy Bomber,B-17 Flying Fortress,373,15
1944-07-09 00:00:00,Heavy Bomber,B-17 Flying Fortress,600,15
1944-11-13 00:00:00,Heavy Bomber,B-17 Flying Fortress,41,15
1945-03-25 00:00:00,Heavy Bomber,B-17 Flying Fortress,870,15
1945-04-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,560,15
1943-12-24 00:00:00,Heavy Bomber,B-24 Liberator,922,15
1944-01-21 00:00:00,Heavy Bomber,B-24 Liberator,520,15
1944-03-18 00:00:00,Heavy Bomber,B-24 Liberator,656,15
1944-05-26 00:00:00,Heavy Bomber,B-24 Liberator,1181,15
1944-07-14 00:00:00,Heavy Bomber,B-24 Liberator,357,15
1944-08-09 00:00:00,Heavy Bomber,B-24 Liberator,438,15
1944-09-30 00:00:00,Heavy Bomber,B-24 Liberator,609,15
1945-04-01 00:00:00,Heavy Bomber,B-24 Liberator,917,15
1941-10-20 00:00:00,Heavy Bomber,Short Stirling,74,15
1942-03-08 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,301,15
1942-04-12 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,294,15
1943-01-17 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,387,15
1943-02-25 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,1388,15
1943-07-03 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,1168,15
1943-11-03 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2699,15
1944-01-20 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2358,15
1944-07-31 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,2043,15
1944-12-15 00:00:00,Heavy Bomber / Reconnaissance,Avro Lancaster,3421,15
