MSNDATE,AIRCRAFT_TYPE,FULL_NAME,TOTAL_TONS,Count of WWII_ID
1944-12-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,6404,378
1945-03-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,10827,269
1944-08-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,4953,218
1944-11-30 00:00:00,Heavy Bomber,B-17 Flying Fortress,4400,211
1944-09-17 00:00:00,Heavy Bomber,B-17 Flying Fortress,5498,210
1944-08-25 00:00:00,Heavy Bomber,B-17 Flying Fortress,5437,204
1945-03-21 00:00:00,Heavy Bomber,B-17 Flying Fortress,6390,202
1945-01-10 00:00:00,Heavy Bomber,B-17 Flying Fortress,2892,199
1944-10-07 00:00:00,Heavy Bomber,B-17 Flying Fortress,4643,191
1944-10-25 00:00:00,Heavy Bomber,B-17 Flying Fortress,4132,176
1945-04-15 00:00:00,Heavy Bomber,B-17 Flying Fortress,4016,175
1944-06-06 00:00:00,Heavy Bomber,B-17 Flying Fortress,5592,174
1944-09-11 00:00:00,Heavy Bomber,B-17 Flying Fortress,2876,173
1945-03-22 00:00:00,Heavy Bomber,B-17 Flying Fortress,5731,171
1944-10-06 00:00:00,Heavy Bomber,B-17 Flying Fortress,4057,167
1944-11-16 00:00:00,Heavy Bomber,B-17 Flying Fortress,6892,167
1944-08-14 00:00:00,Heavy Bomber,B-17 Flying Fortress,4607,161
1944-09-10 00:00:00,Heavy Bomber,B-17 Flying Fortress,4456,161
1944-08-15 00:00:00,Heavy Bomber,B-17 Flying Fortress,4123,159
1944-12-12 00:00:00,Heavy Bomber,B-17 Flying Fortress,3665,159
1944-11-02 00:00:00,Heavy Bomber,B-17 Flying Fortress,3497,158
1945-03-31 00:00:00,Heavy Bomber,B-17 Flying Fortress,4450,157
1944-07-25 00:00:00,Heavy Bomber,B-17 Flying Fortress,4414,155
1944-09-12 00:00:00,Heavy Bomber,B-17 Flying Fortress,3657,154
1944-10-02 00:00:00,Heavy Bomber,B-17 Flying Fortress,4136,153
1944-08-05 00:00:00,Heavy Bomber,B-17 Flying Fortress,3929,152
1944-11-21 00:00:00,Heavy Bomber,B-17 Flying Fortress,2724,152
1944-12-11 00:00:00,Heavy Bomber,B-24 Liberator,2362,152
1944-06-25 00:00:00,Heavy Bomber,B-24 Liberator,4378,150
1945-03-22 00:00:00,Medium Bomber,Martin B-26 Marauder,2976,150
1944-11-25 00:00:00,Heavy Bomber,B-17 Flying Fortress,3709,149
1944-12-31 00:00:00,Heavy Bomber,B-17 Flying Fortress,3554,148
1944-07-20 00:00:00,Heavy Bomber,B-17 Flying Fortress,3596,147
1944-12-11 00:00:00,Heavy Bomber,B-17 Flying Fortress,3449,145
1944-08-16 00:00:00,Heavy Bomber,B-17 Flying Fortress,3369,144
1944-11-04 00:00:00,Heavy Bomber,B-17 Flying Fortress,4918,144
1945-02-09 00:00:00,Heavy Bomber,B-17 Flying Fortress,3697,142
1945-04-05 00:00:00,Heavy Bomber,B-17 Flying Fortress,3628,142
1944-09-05 00:00:00,Heavy Bomber,B-17 Flying Fortress,3695,139
1944-09-13 00:00:00,Heavy Bomber,B-17 Flying Fortress,3259,139
1945-04-09 00:00:00,Heavy Bomber,B-17 Flying Fortress,6129,138
1945-03-21 00:00:00,Heavy Bomber,B-24 Liberator,6403,138
1945-03-19 00:00:00,Heavy Bomber,B-17 Flying Fortress,5061,137
1945-04-07 00:00:00,Heavy Bomber,B-17 Flying Fortress,5374,137
1944-06-20 00:00:00,Heavy Bomber,B-24 Liberator,3970,135
1944-10-26 00:00:00,Heavy Bomber,B-17 Flying Fortress,3735,132
1944-11-06 00:00:00,Heavy Bomber,B-17 Flying Fortress,3788,132
1944-12-24 00:00:00,Heavy Bomber,B-24 Liberator,2275,132
1945-01-05 00:00:00,Heavy Bomber,B-17 Flying Fortress,2207,131
1945-02-22 00:00:00,Heavy Bomber,B-17 Flying Fortress,3235,131
1945-04-10 00:00:00,Heavy Bomber,B-17 Flying Fortress,6869,131
1945-03-24 00:00:00,Heavy Bomber,B-24 Liberator,4300,131
1944-09-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,3644,130
1944-09-03 00:00:00,Heavy Bomber,B-17 Flying Fortress,4013,128
1944-07-21 00:00:00,Heavy Bomber,B-17 Flying Fortress,2638,127
1945-02-22 00:00:00,Medium Bomber,Martin B-26 Marauder,1444,126
1943-07-14 00:00:00,Heavy Bomber,B-17 Flying Fortress,1288,125
1944-06-12 00:00:00,Heavy Bomber,B-17 Flying Fortress,3811,125
1944-07-19 00:00:00,Heavy Bomber,B-17 Flying Fortress,3224,125
1945-04-11 00:00:00,Heavy Bomber,B-17 Flying Fortress,4468,125
1944-12-12 00:00:00,Heavy Bomber,B-24 Liberator,1178,125
1944-11-09 00:00:00,Heavy Bomber,B-17 Flying Fortress,4296,122
1944-06-06 00:00:00,Heavy Bomber,B-24 Liberator,2945,122
1944-08-06 00:00:00,Heavy Bomber,B-17 Flying Fortress,2530,121
1945-03-15 00:00:00,Heavy Bomber,B-17 Flying Fortress,4481,121
1944-08-04 00:00:00,Heavy Bomber,B-17 Flying Fortress,3138,120
1944-10-19 00:00:00,Heavy Bomber,B-17 Flying Fortress,3163,120
1944-11-05 00:00:00,Heavy Bomber,B-17 Flying Fortress,3783,120
1944-06-02 00:00:00,Heavy Bomber,B-17 Flying Fortress,3904,118
1944-12-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,3062,118
1945-03-23 00:00:00,Medium Bomber,Martin B-26 Marauder,3098,118
1944-09-09 00:00:00,Heavy Bomber,B-17 Flying Fortress,2760,117
1944-06-20 00:00:00,Heavy Bomber,B-17 Flying Fortress,4396,116
1944-07-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,3376,116
1945-03-17 00:00:00,Heavy Bomber,B-17 Flying Fortress,5228,116
1945-03-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,4177,116
1943-07-04 00:00:00,Heavy Bomber,B-17 Flying Fortress,1400,115
1944-09-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,2565,115
1944-06-04 00:00:00,Heavy Bomber,B-17 Flying Fortress,3182,113
1944-07-31 00:00:00,Heavy Bomber,B-17 Flying Fortress,3072,113
1944-09-26 00:00:00,Heavy Bomber,B-17 Flying Fortress,3204,113
1944-10-05 00:00:00,Heavy Bomber,B-17 Flying Fortress,3502,113
1945-03-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,5053,113
1944-07-06 00:00:00,Heavy Bomber,B-17 Flying Fortress,3163,112
1944-07-29 00:00:00,Heavy Bomber,B-17 Flying Fortress,2911,112
1944-07-21 00:00:00,Heavy Bomber,B-24 Liberator,2030,112
1945-03-24 00:00:00,Medium Bomber,Martin B-26 Marauder,2018,112
1944-06-14 00:00:00,Heavy Bomber,B-17 Flying Fortress,4742,111
1944-06-21 00:00:00,Heavy Bomber,B-17 Flying Fortress,2920,111
1944-06-11 00:00:00,Heavy Bomber,B-24 Liberator,2076,111
1944-07-07 00:00:00,Heavy Bomber,B-17 Flying Fortress,3463,110
1945-01-01 00:00:00,Heavy Bomber,B-17 Flying Fortress,1453,110
1944-08-15 00:00:00,Heavy Bomber,B-24 Liberator,3528,110
1944-10-03 00:00:00,Heavy Bomber,B-17 Flying Fortress,2795,109
1945-01-14 00:00:00,Heavy Bomber,B-17 Flying Fortress,2302,109
1945-04-14 00:00:00,Heavy Bomber,B-17 Flying Fortress,4542,109
1945-01-17 00:00:00,Heavy Bomber,B-17 Flying Fortress,3044,108
1945-02-14 00:00:00,Heavy Bomber,B-17 Flying Fortress,3433,108
1944-11-29 00:00:00,Heavy Bomber,B-17 Flying Fortress,3243,107
1944-10-17 00:00:00,Heavy Bomber,B-17 Flying Fortress,2402,106
1944-11-26 00:00:00,Heavy Bomber,B-17 Flying Fortress,3003,106
1945-03-03 00:00:00,Heavy Bomber,B-17 Flying Fortress,3550,106
1944-10-09 00:00:00,Heavy Bomber,B-17 Flying Fortress,2869,105
1945-01-21 00:00:00,Heavy Bomber,B-17 Flying Fortress,3038,105
1945-02-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,3646,105
1945-02-14 00:00:00,Heavy Bomber,B-24 Liberator,2024,105
1945-03-25 00:00:00,Heavy Bomber,B-24 Liberator,4350,105
1945-01-06 00:00:00,Heavy Bomber,B-17 Flying Fortress,1904,104
1944-09-22 00:00:00,Heavy Bomber,B-17 Flying Fortress,3161,103
1945-01-20 00:00:00,Heavy Bomber,B-17 Flying Fortress,2355,103
1945-02-16 00:00:00,Heavy Bomber,B-17 Flying Fortress,2837,103
1945-04-16 00:00:00,Medium Bomber,Martin B-26 Marauder,2907,103
1944-09-25 00:00:00,Heavy Bomber,B-17 Flying Fortress,2779,102
1944-12-06 00:00:00,Heavy Bomber,B-17 Flying Fortress,2345,102
1944-06-12 00:00:00,Heavy Bomber,B-24 Liberator,4435,102
1944-06-19 00:00:00,Heavy Bomber,B-24 Liberator,1283,102
1945-03-15 00:00:00,Heavy Bomber,B-24 Liberator,3041,102
1944-08-01 00:00:00,Heavy Bomber,B-17 Flying Fortress,3051,101
1944-07-20 00:00:00,Heavy Bomber,B-24 Liberator,4260,101
1945-01-03 00:00:00,Heavy Bomber,B-17 Flying Fortress,2369,100
1944-05-30 00:00:00,Heavy Bomber,B-24 Liberator,5909,99
1945-02-06 00:00:00,Heavy Bomber,B-17 Flying Fortress,2437,98
1944-08-14 00:00:00,Heavy Bomber,B-24 Liberator,3646,98
1944-09-19 00:00:00,Heavy Bomber,B-17 Flying Fortress,2425,97
1944-08-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,2779,96
1944-10-14 00:00:00,Heavy Bomber,B-17 Flying Fortress,2649,96
1944-10-22 00:00:00,Heavy Bomber,B-17 Flying Fortress,2754,96
1944-12-30 00:00:00,Heavy Bomber,B-17 Flying Fortress,2506,96
1944-08-03 00:00:00,Heavy Bomber,B-17 Flying Fortress,2888,95
1944-12-15 00:00:00,Heavy Bomber,B-17 Flying Fortress,2954,95
1945-03-22 00:00:00,Heavy Bomber,B-24 Liberator,3573,95
1944-11-06 00:00:00,Heavy Bomber,B-24 Liberator,3146,94
1944-12-09 00:00:00,Heavy Bomber,B-17 Flying Fortress,1882,93
1945-02-19 00:00:00,Heavy Bomber,B-17 Flying Fortress,3442,93
1945-04-04 00:00:00,Heavy Bomber,B-17 Flying Fortress,3717,93
1944-06-17 00:00:00,Heavy Bomber,B-24 Liberator,3076,93
1944-08-12 00:00:00,Heavy Bomber,B-24 Liberator,3635,92
1944-11-10 00:00:00,Heavy Bomber,B-17 Flying Fortress,1804,91
1944-12-05 00:00:00,Heavy Bomber,B-17 Flying Fortress,2023,91
1944-08-03 00:00:00,Heavy Bomber,B-24 Liberator,3579,91
1945-03-11 00:00:00,Medium Bomber,Martin B-26 Marauder,1959,91
1945-03-17 00:00:00,Medium Bomber,Martin B-26 Marauder,1713,91
1944-06-18 00:00:00,Heavy Bomber,B-17 Flying Fortress,3435,90
1945-04-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,3821,90
1944-06-10 00:00:00,Heavy Bomber,B-24 Liberator,2191,90
1944-06-14 00:00:00,Heavy Bomber,B-24 Liberator,4410,90
1944-09-27 00:00:00,Heavy Bomber,B-17 Flying Fortress,2513,89
1945-02-03 00:00:00,Heavy Bomber,B-17 Flying Fortress,2360,89
1945-03-14 00:00:00,Heavy Bomber,B-17 Flying Fortress,3801,89
1944-05-24 00:00:00,Heavy Bomber,B-24 Liberator,6089,89
1944-08-13 00:00:00,Heavy Bomber,B-17 Flying Fortress,1486,87
1944-10-15 00:00:00,Heavy Bomber,B-17 Flying Fortress,2212,87
1944-12-04 00:00:00,Heavy Bomber,B-17 Flying Fortress,2451,87
1944-05-29 00:00:00,Heavy Bomber,B-24 Liberator,4888,87
1944-11-04 00:00:00,Heavy Bomber,B-24 Liberator,4071,87
1945-04-09 00:00:00,Medium Bomber,Martin B-26 Marauder,2965,87
1945-01-02 00:00:00,Heavy Bomber,B-17 Flying Fortress,2622,86
1945-03-02 00:00:00,Heavy Bomber,B-17 Flying Fortress,3073,85
1944-07-25 00:00:00,Heavy Bomber,B-24 Liberator,4837,85
1945-02-23 00:00:00,Heavy Bomber,B-17 Flying Fortress,3111,84
1945-04-09 00:00:00,Heavy Bomber,B-24 Liberator,2700,84
1944-07-19 00:00:00,Heavy Bomber,B-24 Liberator,3542,83
1945-01-29 00:00:00,Heavy Bomber,B-17 Flying Fortress,2402,82
1945-02-14 00:00:00,Medium Bomber,Martin B-26 Marauder,2210,82
1944-08-11 00:00:00,Heavy Bomber,B-17 Flying Fortress,2524,81
1945-01-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,1889,81
1945-03-30 00:00:00,Heavy Bomber,B-17 Flying Fortress,2896,81
1944-11-05 00:00:00,Heavy Bomber,B-24 Liberator,2621,81
1943-06-22 00:00:00,Heavy Bomber,B-17 Flying Fortress,952,80
1944-07-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,2741,80
1945-03-01 00:00:00,Heavy Bomber,B-17 Flying Fortress,3677,80
1945-03-09 00:00:00,Heavy Bomber,B-17 Flying Fortress,2863,80
1944-10-18 00:00:00,Heavy Bomber,B-17 Flying Fortress,2159,79
1945-01-07 00:00:00,Heavy Bomber,B-17 Flying Fortress,2496,79
1944-04-18 00:00:00,Heavy Bomber,B-24 Liberator,687,79
1945-03-23 00:00:00,Heavy Bomber,B-17 Flying Fortress,2690,78
1944-08-08 00:00:00,Heavy Bomber,B-24 Liberator,2266,78
1944-11-21 00:00:00,Heavy Bomber,B-24 Liberator,1894,78
1945-01-16 00:00:00,Heavy Bomber,B-24 Liberator,1097,78
1945-02-22 00:00:00,Heavy Bomber,B-24 Liberator,1611,78
1945-02-25 00:00:00,Heavy Bomber,B-24 Liberator,2886,78
1943-08-17 00:00:00,Heavy Bomber,B-17 Flying Fortress,2056,77
1944-05-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,1729,77
1944-08-06 00:00:00,Heavy Bomber,B-24 Liberator,3881,77
1944-12-25 00:00:00,Heavy Bomber,B-24 Liberator,1402,77
1944-12-28 00:00:00,Heavy Bomber,B-24 Liberator,1567,77
1944-08-07 00:00:00,Heavy Bomber,B-17 Flying Fortress,2240,76
1944-08-26 00:00:00,Heavy Bomber,B-17 Flying Fortress,1408,76
1944-12-29 00:00:00,Heavy Bomber,B-17 Flying Fortress,1700,76
1945-02-20 00:00:00,Heavy Bomber,B-17 Flying Fortress,2789,76
1945-03-04 00:00:00,Heavy Bomber,B-17 Flying Fortress,2296,76
1944-10-07 00:00:00,Heavy Bomber,B-24 Liberator,3780,76
1944-05-12 00:00:00,Heavy Bomber,B-17 Flying Fortress,1848,75
1944-06-07 00:00:00,Heavy Bomber,B-17 Flying Fortress,2349,75
1944-07-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,1732,75
1944-12-27 00:00:00,Heavy Bomber,B-17 Flying Fortress,1879,75
1945-03-02 00:00:00,Medium Bomber,Martin B-26 Marauder,1991,75
1945-03-09 00:00:00,Medium Bomber,Martin B-26 Marauder,1076,75
1944-08-30 00:00:00,Heavy Bomber,B-17 Flying Fortress,1804,74
1945-02-01 00:00:00,Heavy Bomber,B-17 Flying Fortress,2303,74
1944-07-31 00:00:00,Heavy Bomber,B-24 Liberator,2921,74
1945-01-31 00:00:00,Heavy Bomber,B-24 Liberator,1581,74
1944-06-06 00:00:00,Medium Bomber,Martin B-26 Marauder,1993,74
1944-03-18 00:00:00,Heavy Bomber,B-17 Flying Fortress,2166,73
1945-03-07 00:00:00,Heavy Bomber,B-17 Flying Fortress,3265,72
1944-08-13 00:00:00,Heavy Bomber,B-24 Liberator,3028,72
1944-04-27 00:00:00,Heavy Bomber,B-17 Flying Fortress,3848,71
1944-07-18 00:00:00,Heavy Bomber,B-17 Flying Fortress,2588,71
1944-09-30 00:00:00,Heavy Bomber,B-17 Flying Fortress,2107,71
1945-01-13 00:00:00,Heavy Bomber,B-17 Flying Fortress,1679,71
1945-04-16 00:00:00,Heavy Bomber,B-17 Flying Fortress,4203,71
1944-07-18 00:00:00,Heavy Bomber,B-24 Liberator,3084,71
1944-04-20 00:00:00,Medium Bomber,Martin B-26 Marauder,1895,71
1944-08-15 00:00:00,Medium Bomber,Martin B-26 Marauder,1824,71
1944-06-03 00:00:00,Heavy Bomber,B-17 Flying Fortress,1830,70
1944-06-05 00:00:00,Heavy Bomber,B-17 Flying Fortress,2829,70
1945-02-15 00:00:00,Heavy Bomber,B-17 Flying Fortress,2720,70
1945-02-25 00:00:00,Heavy Bomber,B-17 Flying Fortress,3142,70
1944-06-19 00:00:00,Heavy Bomber,B-17 Flying Fortress,2331,69
1944-06-22 00:00:00,Heavy Bomber,B-17 Flying Fortress,2484,69
1945-03-12 00:00:00,Heavy Bomber,B-17 Flying Fortress,3391,69
1944-07-29 00:00:00,Heavy Bomber,B-24 Liberator,3119,69
1945-03-01 00:00:00,Heavy Bomber,B-24 Liberator,1648,69
1945-02-24 00:00:00,Medium Bomber,Martin B-26 Marauder,1286,69
1945-03-12 00:00:00,Medium Bomber,Martin B-26 Marauder,1503,69
1944-02-21 00:00:00,Heavy Bomber,B-17 Flying Fortress,2746,68
1944-05-09 00:00:00,Heavy Bomber,B-17 Flying Fortress,2154,68
1944-08-05 00:00:00,Heavy Bomber,B-24 Liberator,2030,68
1944-08-24 00:00:00,Heavy Bomber,B-24 Liberator,2857,68
1945-01-28 00:00:00,Heavy Bomber,B-24 Liberator,954,68
1945-03-02 00:00:00,Heavy Bomber,B-24 Liberator,2157,68
1945-03-19 00:00:00,Heavy Bomber,B-24 Liberator,3060,68
1944-07-16 00:00:00,Heavy Bomber,B-17 Flying Fortress,2392,67
1945-04-25 00:00:00,Heavy Bomber,B-17 Flying Fortress,2024,67
1944-06-18 00:00:00,Heavy Bomber,B-24 Liberator,2351,67
1944-08-11 00:00:00,Heavy Bomber,B-24 Liberator,1791,67
1944-08-16 00:00:00,Heavy Bomber,B-24 Liberator,2475,67
1944-09-12 00:00:00,Heavy Bomber,B-24 Liberator,2606,67
1945-03-03 00:00:00,Medium Bomber,Martin B-26 Marauder,1351,67
1944-04-19 00:00:00,Heavy Bomber,B-17 Flying Fortress,2512,66
1944-06-11 00:00:00,Heavy Bomber,B-17 Flying Fortress,1712,66
1944-08-09 00:00:00,Heavy Bomber,B-17 Flying Fortress,1371,66
1945-03-10 00:00:00,Heavy Bomber,B-17 Flying Fortress,2275,66
1945-03-11 00:00:00,Heavy Bomber,B-17 Flying Fortress,3109,66
1944-06-15 00:00:00,Heavy Bomber,B-24 Liberator,2766,66
1944-07-08 00:00:00,Heavy Bomber,B-24 Liberator,2268,66
1944-12-02 00:00:00,Heavy Bomber,B-24 Liberator,1654,66
1945-03-30 00:00:00,Medium Bomber,Martin B-26 Marauder,857,66
1945-04-30 00:00:00,Medium Bomber,Martin B-26 Marauder,1056,66
1945-04-13 00:00:00,Medium Bomber / Heavy Assault,Douglas A-26 Invader,64,66
1943-06-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,492,65
1944-03-27 00:00:00,Heavy Bomber,B-17 Flying Fortress,3882,65
1944-04-18 00:00:00,Heavy Bomber,B-17 Flying Fortress,1575,65
1944-06-15 00:00:00,Heavy Bomber,B-17 Flying Fortress,3191,65
1944-08-18 00:00:00,Heavy Bomber,B-17 Flying Fortress,1704,65
1944-06-08 00:00:00,Heavy Bomber,B-24 Liberator,1500,65
1944-11-10 00:00:00,Heavy Bomber,B-24 Liberator,1422,65
1944-12-29 00:00:00,Heavy Bomber,B-24 Liberator,1083,65
1941-09-07 00:00:00,Medium Bomber,Vickers Wellington,216,65
1944-05-27 00:00:00,Heavy Bomber,B-17 Flying Fortress,2070,64
1944-12-18 00:00:00,Heavy Bomber,B-17 Flying Fortress,1872,64
1945-01-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,1764,64
1944-11-17 00:00:00,Heavy Bomber,B-24 Liberator,1224,64
1945-02-16 00:00:00,Heavy Bomber,B-24 Liberator,3290,64
1945-04-20 00:00:00,Medium Bomber / Heavy Assault,Douglas A-26 Invader,1466,64
1944-04-10 00:00:00,Heavy Bomber,B-17 Flying Fortress,2654,63
1944-04-11 00:00:00,Heavy Bomber,B-17 Flying Fortress,2257,63
1944-06-25 00:00:00,Heavy Bomber,B-17 Flying Fortress,2219,63
1945-02-21 00:00:00,Heavy Bomber,B-17 Flying Fortress,2397,63
1944-07-07 00:00:00,Heavy Bomber,B-24 Liberator,2453,63
1944-05-29 00:00:00,Heavy Bomber,B-17 Flying Fortress,2383,62
1945-04-17 00:00:00,Heavy Bomber,B-17 Flying Fortress,2632,62
1944-06-16 00:00:00,Heavy Bomber,B-24 Liberator,3082,62
1945-02-15 00:00:00,Heavy Bomber,B-24 Liberator,2703,62
1941-08-12 00:00:00,Medium Bomber,Vickers Wellington,229,62
1944-04-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,1633,61
1944-05-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,1961,61
1944-10-12 00:00:00,Heavy Bomber,B-17 Flying Fortress,1267,61
1944-06-22 00:00:00,Heavy Bomber,B-24 Liberator,1694,61
1944-07-06 00:00:00,Heavy Bomber,B-24 Liberator,2131,61
1944-08-25 00:00:00,Heavy Bomber,B-24 Liberator,2635,61
1945-03-12 00:00:00,Heavy Bomber,B-24 Liberator,2741,61
1945-04-15 00:00:00,Heavy Bomber,B-24 Liberator,1323,61
1944-07-30 00:00:00,Medium Bomber,Martin B-26 Marauder,1663,61
1945-03-18 00:00:00,Medium Bomber,Martin B-26 Marauder,1435,61
1945-04-11 00:00:00,Medium Bomber,Martin B-26 Marauder,2302,61
1941-01-09 00:00:00,Medium Bomber,Vickers Wellington,153,61
1944-05-25 00:00:00,Heavy Bomber,B-17 Flying Fortress,2270,60
1944-05-27 00:00:00,Heavy Bomber,B-24 Liberator,3193,60
1944-06-24 00:00:00,Heavy Bomber,B-24 Liberator,2204,60
1944-12-23 00:00:00,Medium Bomber,Martin B-26 Marauder,1626,60
1941-08-05 00:00:00,Medium Bomber,Vickers Wellington,246,60
1945-03-18 00:00:00,Heavy Bomber,B-17 Flying Fortress,2560,59
1944-06-29 00:00:00,Heavy Bomber,B-24 Liberator,1394,59
1944-08-18 00:00:00,Heavy Bomber,B-24 Liberator,3188,59
1944-12-16 00:00:00,Heavy Bomber,B-24 Liberator,1523,59
1945-02-07 00:00:00,Heavy Bomber,B-24 Liberator,1637,59
1945-03-13 00:00:00,Medium Bomber,Martin B-26 Marauder,1640,59
1941-10-12 00:00:00,Medium Bomber,Vickers Wellington,250,59
1944-02-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,2829,58
1944-06-10 00:00:00,Heavy Bomber,B-17 Flying Fortress,1539,58
1944-06-13 00:00:00,Heavy Bomber,B-17 Flying Fortress,2850,58
1944-06-23 00:00:00,Heavy Bomber,B-17 Flying Fortress,1614,58
1944-06-04 00:00:00,Heavy Bomber,B-24 Liberator,2569,58
1944-07-17 00:00:00,Heavy Bomber,B-24 Liberator,1770,58
1944-12-31 00:00:00,Heavy Bomber,B-24 Liberator,954,58
1945-01-14 00:00:00,Heavy Bomber,B-24 Liberator,1268,58
1945-04-14 00:00:00,Heavy Bomber,B-24 Liberator,2150,58
1940-08-23 00:00:00,Light / Medium Bomber,Bristol Blenheim,4,58
1945-03-01 00:00:00,Medium Bomber,Martin B-26 Marauder,1036,58
1943-05-13 00:00:00,Heavy Bomber,B-17 Flying Fortress,753,57
1945-02-27 00:00:00,Heavy Bomber,B-17 Flying Fortress,2328,57
1944-04-09 00:00:00,Heavy Bomber,B-24 Liberator,822,57
1944-05-28 00:00:00,Heavy Bomber,B-24 Liberator,1683,57
1944-08-02 00:00:00,Heavy Bomber,B-24 Liberator,2118,57
1944-08-04 00:00:00,Heavy Bomber,B-24 Liberator,1922,57
1944-11-25 00:00:00,Heavy Bomber,B-24 Liberator,741,57
1945-03-21 00:00:00,Medium Bomber,Martin B-26 Marauder,2091,57
1945-03-31 00:00:00,Medium Bomber,Martin B-26 Marauder,1117,57
1943-06-25 00:00:00,Heavy Bomber,B-17 Flying Fortress,638,56
1944-06-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,1878,56
1944-11-09 00:00:00,Heavy Bomber,B-24 Liberator,2196,56
1944-11-30 00:00:00,Heavy Bomber,B-24 Liberator,721,56
1945-01-02 00:00:00,Heavy Bomber,B-24 Liberator,796,56
1940-11-15 00:00:00,Light / Medium Bomber,Bristol Blenheim,16,56
1945-01-14 00:00:00,Medium Bomber,Martin B-26 Marauder,924,56
1944-04-20 00:00:00,Heavy Bomber,B-17 Flying Fortress,2252,55
1944-08-02 00:00:00,Heavy Bomber,B-17 Flying Fortress,1776,55
1944-10-30 00:00:00,Heavy Bomber,B-17 Flying Fortress,1087,55
1945-01-03 00:00:00,Heavy Bomber,B-24 Liberator,840,55
1945-03-23 00:00:00,Heavy Bomber,B-24 Liberator,2599,55
1945-04-10 00:00:00,Heavy Bomber,B-24 Liberator,2097,55
1944-06-22 00:00:00,Medium Bomber,Martin B-26 Marauder,2090,55
1941-08-07 00:00:00,Medium Bomber,Vickers Wellington,150,55
1944-01-05 00:00:00,Heavy Bomber,B-17 Flying Fortress,2030,54
1944-02-05 00:00:00,Heavy Bomber,B-17 Flying Fortress,3114,54
1944-03-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,2568,54
1944-04-24 00:00:00,Heavy Bomber,B-17 Flying Fortress,1763,54
1944-08-01 00:00:00,Heavy Bomber,B-24 Liberator,1983,54
1944-11-15 00:00:00,Heavy Bomber,B-24 Liberator,125,54
1945-01-01 00:00:00,Heavy Bomber,B-24 Liberator,623,54
1945-01-07 00:00:00,Heavy Bomber,B-24 Liberator,748,54
1945-04-08 00:00:00,Heavy Bomber,B-24 Liberator,1331,54
1944-09-06 00:00:00,Medium Bomber,Martin B-26 Marauder,2373,54
1945-02-21 00:00:00,Medium Bomber,Martin B-26 Marauder,1081,54
1943-07-10 00:00:00,Heavy Bomber,B-17 Flying Fortress,382,53
1944-06-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,1721,53
1945-03-30 00:00:00,Heavy Bomber,B-24 Liberator,1095,53
1944-04-27 00:00:00,Medium Bomber,Martin B-26 Marauder,1971,53
1944-07-13 00:00:00,Heavy Bomber,B-17 Flying Fortress,1490,52
1944-10-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,1039,52
1945-01-15 00:00:00,Heavy Bomber,B-17 Flying Fortress,1691,52
1945-01-16 00:00:00,Heavy Bomber,B-17 Flying Fortress,1297,52
1944-08-26 00:00:00,Heavy Bomber,B-24 Liberator,1766,52
1945-03-04 00:00:00,Heavy Bomber,B-24 Liberator,813,52
1945-03-05 00:00:00,Medium Bomber,Martin B-26 Marauder,1202,52
1944-05-08 00:00:00,Heavy Bomber,B-17 Flying Fortress,1410,51
1944-07-12 00:00:00,Heavy Bomber,B-17 Flying Fortress,1718,51
1944-08-12 00:00:00,Heavy Bomber,B-17 Flying Fortress,1485,51
1944-12-19 00:00:00,Heavy Bomber,B-17 Flying Fortress,1203,51
1945-02-28 00:00:00,Heavy Bomber,B-17 Flying Fortress,2215,51
1945-03-20 00:00:00,Heavy Bomber,B-17 Flying Fortress,1508,51
1944-06-13 00:00:00,Heavy Bomber,B-24 Liberator,1886,51
1944-05-24 00:00:00,Medium Bomber,Martin B-26 Marauder,2290,51
1944-06-10 00:00:00,Medium Bomber,Martin B-26 Marauder,1688,51
1944-08-17 00:00:00,Medium Bomber,Martin B-26 Marauder,1310,51
1945-03-25 00:00:00,Medium Bomber,Martin B-26 Marauder,1665,51
